sentiment,airline,text
neutral,Virgin America,@VirginAmerica @ladygaga @carrieunderwood - Carrie!
neutral,US Airways,@USAirways - My guess is what happened in #Vegas ended up in #Philly #Sexy http://t.co/qgMfCB7yT4
negative,Delta,@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...
neutral,American,@AmericanAir @Slacksoft_uk I saw an American 767 in old colours at @HeathrowAirport on Saturday! Was surprised to see!
negative,Southwest,@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay
negative,United,@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.
neutral,American,"@AmericanAir @MattThomasNews When did American Airlines start flying to and from Siberia? Wait, this is the USA? Oy!"
negative,American,"@AmericanAir no, you should do something about everything happened yesterday..."
positive,Delta,@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket
positive,American,"@AmericanAir Yes, thanks for checking. Very cramped, but got on &amp; made it safely. Flying back tomorrow at 1pm. http://t.co/CSddCCMvbD"
negative,US Airways,@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her
negative,United,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!
negative,American,"@americanair hi, you Cancelled Flightled our flight back to the US and now won't take our call. What are we supposed to do?"
positive,Delta,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings
negative,United,"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United"""
neutral,US Airways,@USAirways can I bring mini bottles of booze on to my flight?
negative,United,"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?"
positive,Southwest,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS
neutral,Delta,@JetBlue is that one on the picture http://t.co/lxwbsfxfj0
negative,American,@AmericanAir ok. Pilots are looking for agents  - they jumped out / FLT 5350 #DFW / this is crazy
positive,Delta,@JetBlue - looking forward to it when we finally take off.
positive,Delta,"@JetBlue Btw, thanks for responding quickly!!"
negative,Delta,@jetblue fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free
positive,United,@united he has no priority and Iove it
neutral,Delta,@JetBlue is it true there's a new A320 livery and a new website...?!
negative,Southwest,@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.
positive,United,@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks
negative,Southwest,@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me
positive,Southwest,@SouthwestAir DM sent.  Thank you.
negative,American,"@AmericanAir The delay is nothing but the personnel being so combative up to the point of saying ""what's the hury,  the plane is not leaving"
neutral,United,@united @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.
negative,US Airways,@USAirways tell the flight from clt to srq 5080 to wait!!!!!!
negative,US Airways,@USAirways your phone system is not working at all I have been bumped again so now I am at 3 times I need to get out of mco
neutral,United,@united will do. Thank you!
neutral,American,@AmericanAir any luck?
positive,United,@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3
negative,Southwest,@SouthwestAir u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable
neutral,American,@AmericanAir just hoping/praying for a safe flight. They've had to stop and de-ice our plane yet again😞
negative,US Airways,@USAirways on plane from BOS to CLT for 60 mins. Still at gate. Crew says system-wide computers preventing paperwork. Any info you can give?
neutral,United,"@united welcome to our world, that's a snow world today. @GooseBayAirport Goose Bay, Labrador, Canada. http://t.co/4kI6Xr67nk"
neutral,American,@AmericanAir a guy try right...
negative,United,@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.
neutral,Virgin America,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
negative,United,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.
positive,American,@AmericanAir I've just received the ticket. Thank you for your help
negative,Southwest,"@SouthwestAir, on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND"
negative,US Airways,@usairways we've been on hold for 2 hours trying to reschedule our Cancelled Flightled flight. Can anyone out there please help us?
negative,Southwest,@SouthwestAir bags fly free..just not to where you're going.
neutral,Delta,@JetBlue you guys get rid of the hip hop stations on Sirius XM?
negative,United,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...
negative,United,@united why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH
negative,Delta,@JetBlue I knew the 3-4 hours sounded odd; missed a flight we hit JFK an hour early for and your gate  attendant told us 3-4 :(
neutral,American,"@AmericanAir , CHECK DM PLEASE!"
negative,Delta,@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.
negative,US Airways,"All followers please note that @USAirways is not taking customer service calls, nor responding by helping via soc. media #dontflyusairways"
negative,American,@AmericanAir I really wanted to sign up for your airline credit card but your absurd $400 change fee to switch my flight made me think twice
neutral,United,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight
negative,United,@United UA1740. As the inbound flight dep time gets closer you push it back 15 min. You've been doing this for 2 hrs.
negative,American,@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!
negative,United,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day"
negative,American,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm
negative,United,@united I sent my details to the customer care link you sent me almost a month ago and no response.
neutral,Delta,Who Okay'd this?!?! RT @JetBlue Our fleet's on fleek. http://t.co/knUVuOVhub
positive,United,@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD
negative,United,@united Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.
neutral,Delta,@JetBlue @hanneslohmann cool
negative,US Airways,"Hey @USAirways based on the number of retweets and likes on my FB post, it's nice to know I'm not alone in my frustrations with you guys!"
positive,Southwest,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!
negative,American,@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people
neutral,US Airways,@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?
positive,Southwest,@SouthwestAir has the best customer service!
positive,Southwest,@SouthwestAir I did. Thank you.
positive,Southwest,@SouthwestAir Thanks.
negative,Southwest,@SouthwestAir here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.
negative,US Airways,@USAirways stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs
positive,United,@united Thank y'all for being an amazing airline who knows how to treat their customers. you guys rock!
negative,US Airways,@USAirways I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!
